EYES;0001266806;SECOND SIGHT MEDICAL PRODUCT;Second Sight Medical Products
EYET;0001115285;OLDTECH INC;Oldtech Inc
EZEM;0000727008;E-Z-EM INC;E-Z-Em-Inc
EZPW;0000876523;EZCORP INC-CL A;EZCORP Inc
F;0000037996;FORD MOTOR CO;Ford Motor Co
FAC;0001017907;FIRST ACCEPTANCE CORP;First Acceptance Corp
FACE;0001269871;PHYSICIANS FORMULA HOLDINGS;Physicians Formula Holdings In
FACT;0001441848;ABBVIE BIOTHERAPEUTICS INC;AbbVie Biotherapeutics Inc
FADV;0001210677;FIRST ADVANTAGE CORP-CL A;First Advantage Corp
FAF;0001472787;FIRST AMERICAN FINANCIAL;First American Financial Corp
FALC;0000922521;FALCONSTOR SOFTWARE INC;FalconStor Software Inc
FANG;0001539838;DIAMONDBACK ENERGY INC;Diamondback Energy Inc
FAOOQ;0000878720;CHILDREN'S BOOKS & TOYS INC;Children's Books & Toys Inc
FARM;0000034563;FARMER BROS CO;Farmer Brothers Co
FARO;0000917491;FARO TECHNOLOGIES INC;FARO Technologies Inc
FAST;0000815556;FASTENAL CO;Fastenal Co
FATB;0001066010;FATBRAIN.COM INC;Fatbrain.com Inc
FATE;0001434316;FATE THERAPEUTICS INC;Fate Therapeutics Inc
FB;0001326801;FACEBOOK INC-A;Facebook Inc
FBA;0000310979;FIRST BANKS AMERICA INC;First Banks America Inc
FBC;0001033012;FLAGSTAR BANCORP INC;Flagstar Bancorp Inc
FBCE;0000917770;FIBERCORE INC;Fibercore Inc
FBER;0001052257;AGRITECH WORLDWIDE INC;Agritech Worldwide Inc
FBF;0000050341;FLEETBOSTON FINANCIAL CORP;FleetBoston Financial Corp
FBHS;0001519751;FORTUNE BRANDS HOME & SECURI;Fortune Brands Home & Security
FBIO;0001429260;FORTRESS BIOTECH INC;Fortress Biotech Inc
FBIZ;0001521951;FIRST BUSINESS FINANCIAL SER;First Business Financial Servi
FBK;0001649749;FB FINANCIAL CORP;FB Financial Corp
FBM;0001688941;FOUNDATION BUILDING MATERIAL;Foundation Building Materials
FBMI;0000778972;FIRSTBANK CORP;Firstbank Corp
FBMS;0000947559;FIRST BANCSHARES INC/MS;First Bancshares Inc/The
FBNC;0000811589;FIRST BANCORP/NC;First Bancorp/Southern Pines N
FBNIQ;0000050957;FURNITURE BRANDS INTL INC;Furniture Brands International
FBNK;0001511198;FIRST CONNECTICUT BANCORP;First Connecticut Bancorp Inc/
FBP;0001057706;FIRST BANCORP PUERTO RICO;First BanCorp/Puerto Rico
FBRC;0001371446;FBR & CO;FBR & Co
FBTXQ;0001207070;FRANKLIN BANK CORP/HOUSTON;Franklin Bank Corp
FC;0000886206;FRANKLIN COVEY CO;Franklin Covey Co
FCB;0001476651;FCB FINANCIAL HOLDINGS-CL A;FCB Financial Holdings Inc
FCBC;0000859070;FIRST COMMUNITY BANCSHARES;First Community Bancshares Inc
FCBIB;0000768532;FIRST COMMERCE BCSHS INC-B;First Commerce Bancshares Inc
FCE/A;0001647509;FOREST CITY REALTY TRUST- A;Forest City Realty Trust Inc
FCEL;0000886128;FUELCELL ENERGY INC;FuelCell Energy Inc
FCF;0000712537;FIRST COMMONWEALTH FINL CORP;First Commonwealth Financial C
FCFP;0001469134;FIRST COMMUNITY FINANCIAL PA;First Community Financial Part
FCFS;0000840489;FIRSTCASH INC;FirstCash Inc
FCGI;0001049758;FIRST CONSULTING GROUP INC;First Consulting Group Inc
FCH;0000923603;FELCOR LODGING TRUST INC;FelCor Lodging Trust Inc
FCHDQ;0000009779;FAIRCHILD CORP/THE - CL A;Fairchild Corp/The
FCLX;0000850629;FIRSTCOM CORPORATION;FirstCom Corp
FCN;0000887936;FTI CONSULTING INC;FTI Consulting Inc
FCNB;0000803644;FCNB CORP;FCNB Corp
FCNCA;0000798941;FIRST CITIZENS BCSHS  -CL A;First Citizens BancShares Inc/
FCOMQ;0001059130;FOCAL COMMUNICATIONS CORP;Focal Communications Corp
FCPT;0001650132;FOUR CORNERS PROPERTY TRUST;Four Corners Property Trust In
FCRE;0000711665;FC GLOBAL REALTY INC;FC Global Realty Inc
FCS;0001036960;FAIRCHILD SEMICONDUCTOR INTE;Fairchild Semiconductor Intern
FCSC;0000357097;FIBROCELL SCIENCE INC;Fibrocell Science Inc
FCSX;0001297846;FCSTONE GROUP INC;FCStone Group Inc
FCTR;0000036155;FIRST CHARTER CORP;First Charter Corp
FCX;0000831259;FREEPORT-MCMORAN INC;Freeport-McMoRan Inc
FDC;0000883980;FIRST DATA CORP- CLASS A;First Data Corp
FDEF;0000946647;FIRST DEFIANCE FINL CORP;First Defiance Financial Corp
FDML;0001419581;FEDERAL-MOGUL HOLDINGS LLC;Federal-Mogul Holdings LLC
FDMLQ;0000034879;FEDERAL-MOGUL CORP/OLD;Federal-Mogul Corp/Old
FDO;0000034408;FAMILY DOLLAR STORES;Family Dollar Stores Inc
FDP;0001047340;FRESH DEL MONTE PRODUCE INC;Fresh Del Monte Produce Inc
FDRY;0001090071;FOUNDRY NETWORKS LLC;Foundry Networks LLC
FDS;0001013237;FACTSET RESEARCH SYSTEMS INC;FactSet Research Systems Inc
FDUS;0001513363;FIDUS INVESTMENT CORP;Fidus Investment Corp
FDX;0001048911;FEDEX CORP;FedEx Corp
FE;0001031296;FIRSTENERGY CORP;FirstEnergy Corp
FEEDQ;0001331427;AGFEED INDUSTRIES INC;AgFeed Industries Inc Nevada
FEIC;0000914329;FEI COMPANY;FEI Co
FELE;0000038725;FRANKLIN ELECTRIC CO INC;Franklin Electric Co Inc
FENX;0001615153;FENIX PARTS INC;Fenix Parts Inc
FESLQ;0001434842;FORBES ENERGY SERVICES LTD;Forbes Energy Services Ltd
FESX;0000808246;FIRST ESSEX BANCORP INC;First Essex Bancorp Inc
FET;0001401257;FORUM ENERGY TECHNOLOGIES IN;Forum Energy Technologies Inc
FEYE;0001370880;FIREEYE INC;FireEye Inc
FF;0001337298;FUTUREFUEL CORP;FutureFuel Corp
FFBC;0000708955;FIRST FINANCIAL BANCORP;First Financial Bancorp
FFBK;0001123276;FLORIDAFIRST BANCORP INC;FloridaFirst Bancorp Inc
FFCH;0000787075;FIRST FINANCIAL HD INC/OLD;First Financial Holdings Inc/O
FFEDQ;0000810536;FIRSTFED FINANCIAL CORP;FirstFed Financial Corp
FFEX;0000039273;FROZEN FOOD EXPRESS INDUSTRI;Frozen Food Express Industries
FFFL;0001028336;FIDELITY BANKSHARES INC;Fidelity Bankshares Inc
FFG;0001012771;FBL FINANCIAL GROUP INC-CL A;FBL Financial Group Inc
FFIC;0000923139;FLUSHING FINANCIAL CORP;Flushing Financial Corp
FFIN;0000036029;FIRST FINL BANKSHARES INC;First Financial Bankshares Inc
FFIV;0001048695;F5 NETWORKS INC;F5 Networks Inc
FFKT;0000713095;FARMERS CAPITAL BANK CORP;Farmers Capital Bank Corp
FFKY;0000854395;FIRST FINANCIAL SERVICE CORP;First Financial Service Corp
FFLC;0000912738;FFLC BANCORP INC;FFLC Bancorp Inc
FFNTQ;0001451951;FRIENDFINDER NETWORKS INC;FriendFinder Networks Inc
FFNW;0001401564;FIRST FINANCIAL NORTHWEST;First Financial Northwest Inc
FFTIQ;0000315641;FRANKFORT TOWER INDUSTRIES I;Frankfort Tower Industries Inc
FFWM;0001413837;FIRST FOUNDATION INC;First Foundation Inc
FGBI;0001408534;FIRST GUARANTY BANCSHARES IN;First Guaranty Bancshares Inc
FGCIQ;0000929941;FAMILY GOLF CENTERS INC;Family Golf Centers Inc
FGEN;0000921299;FIBROGEN INC;FibroGen Inc
FGHLQ;0001039780;FRIEDE GOLDMAN HALTER INC;Friede Goldman Halter Inc
FGL;0001585064;FIDELITY & GUARANTY LIFE;Fidelity & Guaranty Life
FGXI;0001357227;FGX INTERNATIONAL HOLDINGS;FGX International Holdings Ltd
FH;0001410428;FORM HOLDINGS CORP;FORM Holdings Corp
FHB;0000036377;FIRST HAWAIIAN INC;First Hawaiian Inc
FHCC;0000812910;FIRST HEALTH GROUP CORP;First Health Group Corp
FHN;0000036966;FIRST HORIZON NATIONAL CORP;First Horizon National Corp
FI;0001575828;FRANK'S INTERNATIONAL NV;Frank's International NV
FIBK;0000860413;FIRST INTERSTATE BANCSYS-A;First Interstate BancSystem In
FICC;0001271831;FIELDSTONE INVESTMENT CORP;Fieldstone Investment Corp
FICO;0000814547;FAIR ISAAC CORP;Fair Isaac Corp
FII;0001056288;FEDERATED INVESTORS INC-CL B;Federated Investors Inc
FILE;0000706015;FILENET CORP;Filenet Corp
FINB;0000789670;FIRST INDIANA CORP;First Indiana Corp
FINL;0000886137;FINISH LINE/THE - CL A;Finish Line Inc/The
FIO;0001383729;FUSION-IO LLC;Fusion-io LLC
FIRE;0001168195;SOURCEFIRE INC;Sourcefire Inc
FIS;0001136893;FIDELITY NATIONAL INFO SERV;Fidelity National Information
FISI;0000862831;FINANCIAL INSTITUTIONS INC;Financial Institutions Inc
FISV;0000798354;FISERV INC;Fiserv Inc
FIT;0001447599;FITBIT INC - A;Fitbit Inc
FITB;0000035527;FIFTH THIRD BANCORP;Fifth Third Bancorp
FIVE;0001177609;FIVE BELOW;Five Below Inc
FIVN;0001288847;FIVE9 INC;Five9 Inc
FIX;0001035983;COMFORT SYSTEMS USA INC;Comfort Systems USA Inc
FIZZ;0000069891;NATIONAL BEVERAGE CORP;National Beverage Corp
FJ;0000053117;FORT JAMES CORP;Fort James Corp
FL;0000850209;FOOT LOCKER INC;Foot Locker Inc
FLA;0001360951;FLORIDA EAST COAST INDUSTRIE;Florida East Coast Industries
FLAS;0001063193;FLASHNET COMMUNICATIONS INC;Flashnet Communications Inc
FLB;0001267969;FIRST NATIONAL BANKSHARES OF;First National Bankshares of F
FLCGQ;0001052743;FRONTLINE CAPITAL GROUP;Frontline Capital Group
FLDM;0001162194;FLUIDIGM CORP;Fluidigm Corp
FLDR;0000799526;FLANDERS CORPORATION;Flanders Corp
FLGT;0001674930;FULGENT GENETICS INC;Fulgent Genetics Inc
FLIC;0000740663;FIRST OF LONG ISLAND CORP;First of Long Island Corp/The
FLIR;0000354908;FLIR SYSTEMS INC;FLIR Systems Inc
FLKS;0001615219;FLEX PHARMA INC;Flex Pharma Inc
FLMIQ;0000352949;FLEMING COMPANIES INC;Fleming Cos Inc
FLO;0001128928;FLOWERS FOODS INC;Flowers Foods Inc
FLOW;0001641991;SPX FLOW INC;SPX FLOW Inc
FLR;0001124198;FLUOR CORP;Fluor Corp
FLS;0000030625;FLOWSERVE CORP;Flowserve Corp
FLT;0001175454;FLEETCOR TECHNOLOGIES INC;FleetCor Technologies Inc
FLTWQ;0000314132;FLEETWOOD ENTERPRISES;Fleetwood Enterprises Inc
FLTX;0001526160;FLEETMATICS GROUP LTD;Fleetmatics Group Ltd
FLWS;0001084869;1-800-FLOWERS.COM INC-CL A;1-800-Flowers.com Inc
FLXN;0001419600;FLEXION THERAPEUTICS INC;Flexion Therapeutics Inc
